RaterID,PlotID,Level,VisualRating
R01,136,Beginner,4
R01,137,Beginner,3
R01,138,Beginner,4
R01,139,Beginner,3
R01,140,Beginner,3
R01,141,Beginner,5
R01,142,Beginner,4
R01,143,Beginner,5
R01,144,Beginner,5
R01,145,Beginner,3
R01,146,Beginner,2
R01,147,Beginner,5
R01,148,Beginner,3
R01,149,Beginner,2
R01,150,Beginner,4
R01,151,Beginner,2
R01,152,Beginner,3
R01,153,Beginner,3
R01,154,Beginner,3
R01,155,Beginner,3
R01,156,Beginner,3
R01,157,Beginner,3
R01,158,Beginner,6
R01,159,Beginner,5
R01,160,Beginner,4
R01,161,Beginner,4
R01,162,Beginner,4
R01,163,Beginner,3
R01,164,Beginner,5
R01,165,Beginner,2
R01,166,Beginner,2
R01,167,Beginner,3
R01,168,Beginner,6
R02,1,Beginner,8
R02,2,Beginner,6
R02,3,Beginner,5
R02,4,Beginner,6
R02,5,Beginner,6
R02,6,Beginner,7
R02,7,Beginner,6
R02,8,Beginner,6
R02,9,Beginner,4
R02,10,Beginner,5
R02,11,Beginner,6
R02,12,Beginner,7
R02,13,Beginner,7
R02,14,Beginner,6
R02,15,Beginner,6
R02,16,Beginner,3
R02,17,Beginner,6
R02,18,Beginner,7
R02,19,Beginner,5
R02,20,Beginner,6
R02,21,Beginner,5
R02,22,Beginner,4
R02,23,Beginner,2
R02,24,Beginner,3
R02,25,Beginner,7
R02,26,Beginner,5
R02,27,Beginner,6
R02,28,Beginner,7
R02,29,Beginner,5
R02,30,Beginner,7
R02,31,Beginner,6
R02,32,Beginner,4
R02,33,Beginner,6
R02,34,Beginner,4
R02,35,Beginner,6
R02,36,Beginner,7
R02,37,Beginner,6
R02,38,Beginner,4
R02,39,Beginner,7
R02,40,Beginner,4
R02,41,Beginner,4
R02,42,Beginner,5
R02,43,Beginner,4
R02,44,Beginner,4
R02,45,Beginner,7
R02,46,Beginner,5
R02,47,Beginner,6
R02,48,Beginner,6
R02,49,Beginner,6
R02,50,Beginner,7
R02,51,Beginner,6
R02,52,Beginner,5
R02,53,Beginner,5
R02,54,Beginner,7
R02,55,Beginner,5
R02,56,Beginner,4
R02,57,Beginner,6
R02,58,Beginner,6
R02,59,Beginner,5
R02,60,Beginner,4
R02,61,Beginner,3
R02,62,Beginner,4
R02,63,Beginner,5
R02,64,Beginner,6
R02,65,Beginner,5
R02,66,Beginner,5
R02,67,Beginner,8
R02,68,Beginner,4
R02,69,Beginner,5
R02,70,Beginner,8
R02,71,Beginner,7
R02,72,Beginner,4
R02,73,Beginner,6
R02,74,Beginner,5
R02,75,Beginner,8
R02,76,Beginner,5
R02,77,Beginner,4
R02,78,Beginner,5
R02,79,Beginner,6
R02,80,Beginner,7
R02,81,Beginner,4
R02,82,Beginner,6
R02,83,Beginner,4
R02,84,Beginner,3
R02,85,Beginner,4
R02,86,Beginner,4
R02,87,Beginner,5
R02,88,Beginner,7
R02,89,Beginner,5
R02,90,Beginner,7
R02,91,Beginner,4
R02,92,Beginner,4
R02,93,Beginner,2
R02,94,Beginner,7
R02,95,Beginner,5
R02,96,Beginner,5
R02,97,Beginner,4
R02,98,Beginner,5
R02,99,Beginner,4
R02,100,Beginner,7
R02,101,Beginner,5
R02,102,Beginner,5
R02,103,Beginner,6
R02,104,Beginner,8
R02,105,Beginner,6
R02,106,Beginner,5
R02,107,Beginner,7
R02,108,Beginner,9
R02,109,Beginner,7
R02,110,Beginner,6
R02,111,Beginner,6
R02,112,Beginner,9
R02,113,Beginner,5
R02,114,Beginner,6
R02,115,Beginner,5
R02,116,Beginner,6
R02,117,Beginner,5
R02,118,Beginner,5
R02,119,Beginner,9
R02,120,Beginner,4
R02,121,Beginner,3
R02,122,Beginner,3
R02,123,Beginner,4
R02,124,Beginner,6
R02,125,Beginner,5
R02,126,Beginner,6
R02,127,Beginner,5
R02,128,Beginner,5
R02,129,Beginner,3
R02,130,Beginner,6
R02,131,Beginner,3
R02,132,Beginner,6
R02,133,Beginner,4
R02,134,Beginner,4
R02,135,Beginner,6
R02,136,Beginner,3
R02,137,Beginner,4
R02,138,Beginner,5
R02,139,Beginner,4
R02,140,Beginner,7
R02,141,Beginner,7
R02,142,Beginner,4
R02,143,Beginner,7
R02,144,Beginner,6
R02,145,Beginner,3
R02,146,Beginner,1
R02,147,Beginner,5
R02,148,Beginner,4
R02,149,Beginner,4
R02,150,Beginner,4
R02,151,Beginner,3
R02,152,Beginner,6
R02,153,Beginner,3
R02,154,Beginner,5
R02,155,Beginner,5
R02,156,Beginner,4
R02,157,Beginner,6
R02,158,Beginner,5
R02,159,Beginner,6
R02,160,Beginner,5
R02,161,Beginner,3
R02,162,Beginner,6
R02,163,Beginner,3
R02,164,Beginner,6
R02,165,Beginner,3
R02,166,Beginner,4
R02,167,Beginner,3
R02,168,Beginner,6
R03,1,Beginner,9
R03,2,Beginner,4
R03,3,Beginner,3
R03,4,Beginner,7
R03,5,Beginner,6
R03,6,Beginner,5
R03,7,Beginner,5
R03,8,Beginner,4
R03,9,Beginner,4
R03,10,Beginner,6
R03,11,Beginner,6
R03,12,Beginner,8
R03,13,Beginner,8
R03,14,Beginner,6
R03,15,Beginner,5
R03,16,Beginner,3
R03,17,Beginner,7
R03,18,Beginner,6
R03,19,Beginner,5
R03,20,Beginner,6
R03,21,Beginner,5
R03,22,Beginner,5
R03,23,Beginner,2
R03,24,Beginner,2
R03,25,Beginner,4
R03,26,Beginner,5
R03,27,Beginner,5
R03,28,Beginner,5
R03,29,Beginner,8
R03,30,Beginner,7
R03,31,Beginner,4
R03,32,Beginner,3
R03,33,Beginner,7
R03,34,Beginner,3
R03,35,Beginner,6
R03,36,Beginner,6
R03,37,Beginner,6
R03,38,Beginner,5
R03,39,Beginner,6
R03,40,Beginner,4
R03,41,Beginner,5
R03,42,Beginner,5
R03,43,Beginner,5
R03,44,Beginner,3
R03,45,Beginner,6
R03,46,Beginner,4
R03,47,Beginner,6
R03,48,Beginner,7
R03,49,Beginner,4
R03,50,Beginner,5
R03,51,Beginner,6
R03,52,Beginner,5
R03,53,Beginner,3
R03,54,Beginner,5
R03,55,Beginner,5
R03,56,Beginner,4
R03,57,Beginner,6
R03,58,Beginner,4
R03,59,Beginner,5
R03,60,Beginner,3
R03,61,Beginner,2
R03,62,Beginner,4
R03,63,Beginner,5
R03,64,Beginner,6
R03,65,Beginner,5
R03,66,Beginner,4
R03,67,Beginner,6
R03,68,Beginner,6
R03,69,Beginner,2
R03,70,Beginner,6
R03,71,Beginner,4
R03,72,Beginner,5
R03,73,Beginner,5
R03,74,Beginner,5
R03,75,Beginner,8
R03,76,Beginner,7
R03,77,Beginner,5
R03,78,Beginner,6
R03,79,Beginner,5
R03,80,Beginner,7
R03,81,Beginner,5
R03,82,Beginner,6
R03,83,Beginner,4
R03,84,Beginner,2
R03,85,Beginner,3
R03,86,Beginner,6
R03,87,Beginner,5
R03,88,Beginner,5
R03,89,Beginner,5
R03,90,Beginner,7
R03,91,Beginner,5
R03,92,Beginner,5
R03,93,Beginner,3
R03,94,Beginner,7
R03,95,Beginner,6
R03,96,Beginner,5
R03,97,Beginner,3
R03,98,Beginner,4
R03,99,Beginner,4
R03,100,Beginner,6
R03,101,Beginner,7
R03,102,Beginner,5
R03,103,Beginner,7
R03,104,Beginner,7
R03,105,Beginner,6
R03,106,Beginner,5
R03,107,Beginner,5
R03,108,Beginner,9
R03,109,Beginner,6
R03,110,Beginner,5
R03,111,Beginner,5
R03,112,Beginner,8
R03,113,Beginner,5
R03,114,Beginner,4
R03,115,Beginner,4
R03,116,Beginner,5
R03,117,Beginner,5
R03,118,Beginner,7
R03,119,Beginner,8
R03,120,Beginner,5
R03,121,Beginner,5
R03,122,Beginner,3
R03,123,Beginner,4
R03,124,Beginner,6
R03,125,Beginner,6
R03,126,Beginner,6
R03,127,Beginner,5
R03,128,Beginner,5
R03,129,Beginner,3
R03,130,Beginner,6
R03,131,Beginner,4
R03,132,Beginner,3
R03,133,Beginner,6
R03,134,Beginner,3
R03,135,Beginner,5
R03,136,Beginner,3
R03,137,Beginner,4
R03,138,Beginner,5
R03,139,Beginner,5
R03,140,Beginner,6
R03,141,Beginner,7
R03,142,Beginner,6
R03,143,Beginner,6
R03,144,Beginner,5
R03,145,Beginner,3
R03,146,Beginner,2
R03,147,Beginner,5
R03,148,Beginner,5
R03,149,Beginner,6
R03,150,Beginner,6
R03,151,Beginner,3
R03,152,Beginner,4
R03,153,Beginner,3
R03,154,Beginner,7
R03,155,Beginner,4
R03,156,Beginner,6
R03,157,Beginner,5
R03,158,Beginner,5
R03,159,Beginner,5
R03,160,Beginner,4
R03,161,Beginner,4
R03,162,Beginner,6
R03,163,Beginner,3
R03,164,Beginner,5
R03,165,Beginner,3
R03,166,Beginner,2
R03,167,Beginner,3
R03,168,Beginner,5
R04,1,Beginner,6
R04,2,Beginner,4
R04,3,Beginner,3
R04,4,Beginner,5
R04,5,Beginner,6
R04,6,Beginner,3
R04,7,Beginner,5
R04,8,Beginner,4
R04,9,Beginner,3
R04,10,Beginner,5
R04,11,Beginner,5
R04,12,Beginner,6
R04,13,Beginner,5
R04,14,Beginner,4
R04,15,Beginner,3
R04,16,Beginner,2
R04,17,Beginner,3
R04,18,Beginner,7
R04,19,Beginner,6
R04,20,Beginner,6
R04,21,Beginner,2
R04,22,Beginner,3
R04,23,Beginner,3
R04,24,Beginner,2
R04,25,Beginner,5
R04,26,Beginner,3
R04,27,Beginner,4
R04,28,Beginner,5
R04,29,Beginner,5
R04,30,Beginner,7
R04,31,Beginner,4
R04,32,Beginner,3
R04,33,Beginner,5
R04,34,Beginner,2
R04,35,Beginner,5
R04,36,Beginner,7
R04,37,Beginner,5
R04,38,Beginner,4
R04,39,Beginner,5
R04,40,Beginner,2
R04,41,Beginner,3
R04,42,Beginner,4
R04,43,Beginner,3
R04,44,Beginner,4
R04,45,Beginner,5
R04,46,Beginner,3
R04,47,Beginner,6
R04,48,Beginner,5
R04,49,Beginner,3
R04,50,Beginner,6
R04,51,Beginner,5
R04,52,Beginner,5
R04,53,Beginner,3
R04,54,Beginner,5
R04,55,Beginner,5
R04,56,Beginner,4
R04,57,Beginner,6
R04,58,Beginner,4
R04,59,Beginner,4
R04,60,Beginner,3
R04,61,Beginner,2
R04,62,Beginner,3
R04,63,Beginner,4
R04,64,Beginner,6
R04,65,Beginner,5
R04,66,Beginner,2
R04,67,Beginner,6
R04,68,Beginner,2
R04,69,Beginner,2
R04,70,Beginner,5
R04,71,Beginner,4
R04,72,Beginner,3
R04,73,Beginner,6
R04,74,Beginner,3
R04,75,Beginner,7
R04,76,Beginner,5
R04,77,Beginner,3
R04,78,Beginner,4
R04,79,Beginner,6
R04,80,Beginner,6
R04,81,Beginner,4
R04,82,Beginner,5
R04,83,Beginner,2
R04,84,Beginner,2
R04,85,Beginner,3
R04,86,Beginner,3
R04,87,Beginner,4
R04,88,Beginner,5
R04,89,Beginner,2
R04,90,Beginner,5
R04,91,Beginner,3
R04,92,Beginner,4
R04,93,Beginner,2
R04,94,Beginner,5
R04,95,Beginner,5
R04,96,Beginner,4
R04,97,Beginner,2
R04,98,Beginner,4
R04,99,Beginner,5
R04,100,Beginner,5
R04,101,Beginner,4
R04,102,Beginner,4
R04,103,Beginner,5
R04,104,Beginner,5
R04,105,Beginner,4
R04,106,Beginner,5
R04,107,Beginner,4
R04,108,Beginner,7
R04,109,Beginner,4
R04,110,Beginner,4
R04,111,Beginner,5
R04,112,Beginner,7
R04,113,Beginner,3
R04,114,Beginner,4
R04,115,Beginner,5
R04,116,Beginner,6
R04,117,Beginner,3
R04,118,Beginner,5
R04,119,Beginner,8
R04,120,Beginner,3
R04,121,Beginner,3
R04,122,Beginner,2
R04,123,Beginner,4
R04,124,Beginner,5
R04,125,Beginner,3
R04,126,Beginner,5
R04,127,Beginner,3
R04,128,Beginner,3
R04,129,Beginner,2
R04,130,Beginner,3
R04,131,Beginner,3
R04,132,Beginner,2
R04,133,Beginner,4
R04,134,Beginner,1
R04,135,Beginner,6
R04,136,Beginner,3
R04,137,Beginner,3
R04,138,Beginner,4
R04,139,Beginner,4
R04,140,Beginner,2
R04,141,Beginner,5
R04,142,Beginner,4
R04,143,Beginner,4
R04,144,Beginner,2
R04,145,Beginner,4
R04,146,Beginner,1
R04,147,Beginner,5
R04,148,Beginner,5
R04,149,Beginner,5
R04,150,Beginner,6
R04,151,Beginner,3
R04,152,Beginner,3
R04,153,Beginner,3
R04,154,Beginner,4
R04,155,Beginner,3
R04,156,Beginner,4
R04,157,Beginner,5
R04,158,Beginner,3
R04,159,Beginner,4
R04,160,Beginner,3
R04,161,Beginner,3
R04,162,Beginner,4
R04,163,Beginner,4
R04,164,Beginner,5
R04,165,Beginner,2
R04,166,Beginner,3
R04,167,Beginner,4
R04,168,Beginner,7
R05,1,Intermediate,9
R05,2,Intermediate,8
R05,3,Intermediate,1
R05,4,Intermediate,8
R05,5,Intermediate,7
R05,6,Intermediate,6
R05,7,Intermediate,7
R05,8,Intermediate,5
R05,9,Intermediate,5
R05,10,Intermediate,9
R05,11,Intermediate,8
R05,12,Intermediate,9
R05,13,Intermediate,9
R05,14,Intermediate,8
R05,15,Intermediate,5
R05,16,Intermediate,2
R05,17,Intermediate,7
R05,18,Intermediate,8
R05,19,Intermediate,6
R05,20,Intermediate,9
R05,21,Intermediate,6
R05,22,Intermediate,4
R05,23,Intermediate,2
R05,24,Intermediate,2
R05,25,Intermediate,7
R05,26,Intermediate,8
R05,27,Intermediate,4
R05,28,Intermediate,8
R05,29,Intermediate,7
R05,30,Intermediate,8
R05,31,Intermediate,6
R05,32,Intermediate,5
R05,33,Intermediate,9
R05,34,Intermediate,4
R05,35,Intermediate,6
R05,36,Intermediate,8
R05,37,Intermediate,6
R05,38,Intermediate,4
R05,39,Intermediate,9
R05,40,Intermediate,5
R05,41,Intermediate,5
R05,42,Intermediate,5
R05,43,Intermediate,5
R05,44,Intermediate,6
R05,45,Intermediate,7
R05,46,Intermediate,4
R05,47,Intermediate,9
R05,48,Intermediate,9
R05,49,Intermediate,7
R05,50,Intermediate,7
R05,51,Intermediate,8
R05,52,Intermediate,7
R05,53,Intermediate,4
R05,54,Intermediate,7
R05,55,Intermediate,7
R05,56,Intermediate,6
R05,57,Intermediate,9
R05,58,Intermediate,5
R05,59,Intermediate,6
R05,60,Intermediate,4
R05,61,Intermediate,5
R05,62,Intermediate,5
R05,63,Intermediate,6
R05,64,Intermediate,9
R05,65,Intermediate,5
R05,66,Intermediate,5
R05,67,Intermediate,9
R05,68,Intermediate,6
R05,69,Intermediate,3
R05,70,Intermediate,9
R05,71,Intermediate,6
R05,72,Intermediate,6
R05,73,Intermediate,7
R05,74,Intermediate,5
R05,75,Intermediate,9
R05,76,Intermediate,7
R05,77,Intermediate,6
R05,78,Intermediate,7
R05,79,Intermediate,8
R05,80,Intermediate,9
R05,81,Intermediate,6
R05,82,Intermediate,9
R05,83,Intermediate,6
R05,84,Intermediate,2
R05,85,Intermediate,5
R05,86,Intermediate,6
R05,87,Intermediate,7
R05,88,Intermediate,7
R05,89,Intermediate,6
R05,90,Intermediate,8
R05,91,Intermediate,5
R05,92,Intermediate,7
R05,93,Intermediate,5
R05,94,Intermediate,9
R05,95,Intermediate,7
R05,96,Intermediate,3
R05,97,Intermediate,6
R05,98,Intermediate,6
R05,99,Intermediate,7
R05,100,Intermediate,8
R05,101,Intermediate,7
R05,102,Intermediate,7
R05,103,Intermediate,7
R05,104,Intermediate,9
R05,105,Intermediate,8
R05,106,Intermediate,6
R05,107,Intermediate,8
R05,108,Intermediate,9
R05,109,Intermediate,8
R05,110,Intermediate,8
R05,111,Intermediate,7
R05,112,Intermediate,9
R05,113,Intermediate,5
R05,114,Intermediate,6
R05,115,Intermediate,5
R05,116,Intermediate,7
R05,117,Intermediate,5
R05,118,Intermediate,8
R05,119,Intermediate,9
R05,120,Intermediate,3
R05,121,Intermediate,6
R05,122,Intermediate,5
R05,123,Intermediate,5
R05,124,Intermediate,7
R05,125,Intermediate,6
R05,126,Intermediate,7
R05,127,Intermediate,7
R05,128,Intermediate,5
R05,129,Intermediate,3
R05,130,Intermediate,8
R05,131,Intermediate,3
R05,132,Intermediate,6
R05,133,Intermediate,6
R05,134,Intermediate,6
R05,135,Intermediate,8
R05,136,Intermediate,3
R05,137,Intermediate,5
R05,138,Intermediate,6
R05,139,Intermediate,3
R05,140,Intermediate,7
R05,141,Intermediate,9
R05,142,Intermediate,7
R05,143,Intermediate,7
R05,144,Intermediate,8
R05,145,Intermediate,5
R05,146,Intermediate,2
R05,147,Intermediate,6
R05,148,Intermediate,6
R05,149,Intermediate,6
R05,150,Intermediate,7
R05,151,Intermediate,2
R05,152,Intermediate,6
R05,153,Intermediate,4
R05,154,Intermediate,7
R05,155,Intermediate,6
R05,156,Intermediate,3
R05,157,Intermediate,6
R05,158,Intermediate,7
R05,159,Intermediate,7
R05,160,Intermediate,5
R05,161,Intermediate,5
R05,162,Intermediate,6
R05,163,Intermediate,5
R05,164,Intermediate,7
R05,165,Intermediate,3
R05,166,Intermediate,3
R05,167,Intermediate,3
R05,168,Intermediate,8
R06,1,Intermediate,8
R06,2,Intermediate,6
R06,3,Intermediate,2
R06,4,Intermediate,8
R06,5,Intermediate,7
R06,6,Intermediate,6
R06,7,Intermediate,5
R06,8,Intermediate,4
R06,9,Intermediate,5
R06,10,Intermediate,7
R06,11,Intermediate,7
R06,12,Intermediate,8
R06,13,Intermediate,8
R06,14,Intermediate,7
R06,15,Intermediate,4
R06,16,Intermediate,1
R06,17,Intermediate,6
R06,18,Intermediate,7
R06,19,Intermediate,6
R06,20,Intermediate,6
R06,21,Intermediate,5
R06,22,Intermediate,3
R06,23,Intermediate,2
R06,24,Intermediate,1
R06,25,Intermediate,7
R06,26,Intermediate,4
R06,27,Intermediate,5
R06,28,Intermediate,6
R06,29,Intermediate,6
R06,30,Intermediate,7
R06,31,Intermediate,7
R06,32,Intermediate,2
R06,33,Intermediate,7
R06,34,Intermediate,3
R06,35,Intermediate,6
R06,36,Intermediate,6
R06,37,Intermediate,6
R06,38,Intermediate,3
R06,39,Intermediate,7
R06,40,Intermediate,4
R06,41,Intermediate,4
R06,42,Intermediate,4
R06,43,Intermediate,4
R06,44,Intermediate,5
R06,45,Intermediate,7
R06,46,Intermediate,3
R06,47,Intermediate,7
R06,48,Intermediate,6
R06,49,Intermediate,7
R06,50,Intermediate,7
R06,51,Intermediate,6
R06,52,Intermediate,6
R06,53,Intermediate,4
R06,54,Intermediate,6
R06,55,Intermediate,6
R06,56,Intermediate,4
R06,57,Intermediate,8
R06,58,Intermediate,3
R06,59,Intermediate,6
R06,60,Intermediate,3
R06,61,Intermediate,3
R06,62,Intermediate,4
R06,63,Intermediate,5
R06,64,Intermediate,7
R06,65,Intermediate,5
R06,66,Intermediate,4
R06,67,Intermediate,9
R06,68,Intermediate,4
R06,69,Intermediate,3
R06,70,Intermediate,7
R06,71,Intermediate,6
R06,72,Intermediate,6
R06,73,Intermediate,6
R06,74,Intermediate,5
R06,75,Intermediate,8
R06,76,Intermediate,6
R06,77,Intermediate,5
R06,78,Intermediate,6
R06,79,Intermediate,7
R06,80,Intermediate,7
R06,81,Intermediate,4
R06,82,Intermediate,6
R06,83,Intermediate,4
R06,84,Intermediate,3
R06,85,Intermediate,3
R06,86,Intermediate,2
R06,87,Intermediate,6
R06,88,Intermediate,6
R06,89,Intermediate,5
R06,90,Intermediate,6
R06,91,Intermediate,4
R06,92,Intermediate,3
R06,93,Intermediate,3
R06,94,Intermediate,8
R06,95,Intermediate,5
R06,96,Intermediate,4
R06,97,Intermediate,4
R06,98,Intermediate,5
R06,99,Intermediate,5
R06,100,Intermediate,7
R06,101,Intermediate,6
R06,102,Intermediate,5
R06,103,Intermediate,6
R06,104,Intermediate,8
R06,105,Intermediate,6
R06,106,Intermediate,5
R06,107,Intermediate,7
R06,108,Intermediate,9
R06,109,Intermediate,7
R06,110,Intermediate,6
R06,111,Intermediate,6
R06,112,Intermediate,7
R06,113,Intermediate,5
R06,114,Intermediate,4
R06,115,Intermediate,6
R06,116,Intermediate,6
R06,117,Intermediate,5
R06,118,Intermediate,6
R06,119,Intermediate,6
R06,120,Intermediate,4
R06,121,Intermediate,4
R06,122,Intermediate,3
R06,123,Intermediate,5
R06,124,Intermediate,6
R06,125,Intermediate,5
R06,126,Intermediate,6
R06,127,Intermediate,6
R06,128,Intermediate,5
R06,129,Intermediate,3
R06,130,Intermediate,6
R06,131,Intermediate,3
R06,132,Intermediate,4
R06,133,Intermediate,4
R06,134,Intermediate,4
R06,135,Intermediate,6
R06,136,Intermediate,4
R06,137,Intermediate,4
R06,138,Intermediate,5
R06,139,Intermediate,4
R06,140,Intermediate,6
R06,141,Intermediate,7
R06,142,Intermediate,5
R06,143,Intermediate,7
R06,144,Intermediate,6
R06,145,Intermediate,3
R06,146,Intermediate,2
R06,147,Intermediate,5
R06,148,Intermediate,4
R06,149,Intermediate,6
R06,150,Intermediate,6
R06,151,Intermediate,2
R06,152,Intermediate,4
R06,153,Intermediate,4
R06,154,Intermediate,7
R06,155,Intermediate,3
R06,156,Intermediate,3
R06,157,Intermediate,6
R06,158,Intermediate,5
R06,159,Intermediate,6
R06,160,Intermediate,4
R06,161,Intermediate,2
R06,162,Intermediate,4
R06,163,Intermediate,4
R06,164,Intermediate,6
R06,165,Intermediate,3
R06,166,Intermediate,3
R06,167,Intermediate,2
R06,168,Intermediate,5
R07,1,Intermediate,7
R07,2,Intermediate,6
R07,3,Intermediate,3
R07,4,Intermediate,8
R07,5,Intermediate,6
R07,6,Intermediate,5
R07,7,Intermediate,3
R07,8,Intermediate,5
R07,9,Intermediate,5
R07,10,Intermediate,7
R07,11,Intermediate,8
R07,12,Intermediate,9
R07,13,Intermediate,9
R07,14,Intermediate,7
R07,15,Intermediate,6
R07,16,Intermediate,4
R07,17,Intermediate,7
R07,18,Intermediate,7
R07,19,Intermediate,5
R07,20,Intermediate,7
R07,21,Intermediate,5
R07,22,Intermediate,3
R07,23,Intermediate,2
R07,24,Intermediate,3
R07,25,Intermediate,7
R07,26,Intermediate,6
R07,27,Intermediate,5
R07,28,Intermediate,7
R07,29,Intermediate,7
R07,30,Intermediate,8
R07,31,Intermediate,5
R07,32,Intermediate,6
R07,33,Intermediate,9
R07,34,Intermediate,4
R07,35,Intermediate,8
R07,36,Intermediate,7
R07,37,Intermediate,6
R07,38,Intermediate,5
R07,39,Intermediate,7
R07,40,Intermediate,4
R07,41,Intermediate,4
R07,42,Intermediate,5
R07,43,Intermediate,3
R07,44,Intermediate,6
R07,45,Intermediate,7
R07,46,Intermediate,3
R07,47,Intermediate,7
R07,48,Intermediate,7
R07,49,Intermediate,7
R07,50,Intermediate,7
R07,51,Intermediate,7
R07,52,Intermediate,6
R07,53,Intermediate,3
R07,54,Intermediate,6
R07,55,Intermediate,7
R07,56,Intermediate,4
R07,57,Intermediate,7
R07,58,Intermediate,5
R07,59,Intermediate,6
R07,60,Intermediate,3
R07,61,Intermediate,3
R07,62,Intermediate,4
R07,63,Intermediate,7
R07,64,Intermediate,8
R07,65,Intermediate,5
R07,66,Intermediate,5
R07,67,Intermediate,9
R07,68,Intermediate,6
R07,69,Intermediate,4
R07,70,Intermediate,8
R07,71,Intermediate,6
R07,72,Intermediate,5
R07,73,Intermediate,6
R07,74,Intermediate,5
R07,75,Intermediate,7
R07,76,Intermediate,7
R07,77,Intermediate,3
R07,78,Intermediate,7
R07,79,Intermediate,7
R07,80,Intermediate,7
R07,81,Intermediate,6
R07,82,Intermediate,7
R07,83,Intermediate,3
R07,84,Intermediate,4
R07,85,Intermediate,4
R07,86,Intermediate,4
R07,87,Intermediate,5
R07,88,Intermediate,7
R07,89,Intermediate,6
R07,90,Intermediate,7
R07,91,Intermediate,5
R07,92,Intermediate,6
R07,93,Intermediate,5
R07,94,Intermediate,9
R07,95,Intermediate,4
R07,96,Intermediate,6
R07,97,Intermediate,3
R07,98,Intermediate,6
R07,99,Intermediate,6
R07,100,Intermediate,7
R07,101,Intermediate,8
R07,102,Intermediate,6
R07,103,Intermediate,8
R07,104,Intermediate,9
R07,105,Intermediate,7
R07,106,Intermediate,6
R07,107,Intermediate,7
R07,108,Intermediate,9
R07,109,Intermediate,6
R07,110,Intermediate,8
R07,111,Intermediate,6
R07,112,Intermediate,9
R07,113,Intermediate,6
R07,114,Intermediate,6
R07,115,Intermediate,5
R07,116,Intermediate,8
R07,117,Intermediate,5
